TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE
T00000129,C000622,2024-01-01 00:24:06,2024-01-01 00:25:48,M73086,Wallet Transfer 646,MEXICO CITY,MX,6536,0001 - E-commerce,1308172001: Cash Withdrawal Transaction(Domestic),59328.48,58901.53,POS
T00000130,C001684,2024-01-01 00:24:10,2024-01-01 00:24:37,M61530,Securities 357,ALMATY,KZ,6211,0710 - Contactless - VSDC chip,1308282001: Other Transaction(International),140110.65,138224.0,POS
T00000131,C000816,2024-01-01 00:24:11,2024-01-01 00:25:32,M54484,Cafe and restaraunts 872,TALDYKORGAN,KZ,5812,0001 - E-commerce,1308112001: Debit Purchase Transaction(Domestic),1947.02,1925.47,ATM
T00000132,C000604,2024-01-01 00:24:37,2024-01-01 00:25:17,M50714,Elecrtronics 630,TALDYKORGAN,KZ,5065,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),22337.29,22565.23,POS
T00000133,C000711,2024-01-01 00:24:42,2024-01-01 00:25:43,M77665,Wallet Transfer 506,AKTAU,KZ,6536,0003 - Recurring,1308262001: Bill Payment Transaction(International),269535.34,275171.64,POS
T00000134,C000368,2024-01-01 00:24:43,2024-01-01 00:25:37,M99875,Wallet Transfer 420,TARAZ,KZ,6536,0004 - Installment,1308222001: Refund Transaction(International),107206.01,107170.77,POS
T00000135,C000892,2024-01-01 00:24:43,2024-01-01 00:25:15,M69483,Money Transfer 912,KARAGANDA,KZ,4829,0002 - Mail/Phone order,1308212001: Refund Transaction(Domestic),293908.51,293357.43,POS
T00000136,C000517,2024-01-01 00:24:49,2024-01-01 00:25:12,M19893,Digital Service 323,SHANGHAI,CN,4816,0002 - Mail/Phone order,1308262001: Bill Payment Transaction(International),9130.33,9288.84,ATM
T00000137,C000162,2024-01-01 00:24:54,2024-01-01 00:25:55,M18577,Gambling 982,ANKARA,TR,7995,0005 - Preauthorized,1308142001: Credit Purchase Transaction(International),97806.36,97181.87,WWW
T00000138,C001730,2024-01-01 00:25:01,2024-01-01 00:25:38,M35059,ATM Withdrawal,WARSAW,PL,6011,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),22142.33,22633.57,POS
T00000139,C000512,2024-01-01 00:25:03,2024-01-01 00:26:24,M34191,Dating Service 997,TARAZ,KZ,7273,0800 - Contactless - Magstripe,1308272001: Other Transaction(Domestic),32967.54,33405.71,ATM
T00000140,C001283,2024-01-01 00:25:21,2024-01-01 00:25:46,M88516,Pharmacy 38,PAVLODAR,KZ,5912,0006 - Cash,1308212001: Refund Transaction(Domestic),4669.2,4604.95,POS
T00000141,C001909,2024-01-01 00:25:21,2024-01-01 00:26:36,M44829,Racing 406,SHANGHAI,CN,7802,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),148987.88,152978.28,POS
T00000142,C001799,2024-01-01 00:25:27,2024-01-01 00:27:17,M66713,Wallet Transfer 563,ASTANA,KZ,6538,0002 - Mail/Phone order,1308252001: Bill Payment Transaction(Domestic),46817.64,46960.69,WWW
T00000143,C000808,2024-01-01 00:25:43,2024-01-01 00:26:27,M19674,Lottery 792,KUALA LUMPUR,MY,7800,0008 - Not used,1308162001: Prepaid Purchase Transaction(International),20094.78,20236.03,POS
T00000144,C000128,2024-01-01 00:26:02,2024-01-01 00:26:16,M34208,Wallet Transfer 519,TARAZ,KZ,6537,0006 - Cash,1308142001: Credit Purchase Transaction(International),201305.57,202171.65,POS
T00000145,C001133,2024-01-01 00:26:03,2024-01-01 00:26:42,M18337,Gambling 998,ATYRAU,KZ,7995,0120 - Keyin,1308182001: Cash Withdrawal Transaction(International),158006.47,155484.73,ATM
T00000146,C000530,2024-01-01 00:26:12,2024-01-01 00:26:33,M41741,Jewelry 149,AMSTERDAM,NL,5944,0800 - Contactless - Magstripe,1308122001: Debit Purchase Transaction(International),99.67,97.27,WWW
T00000147,C001923,2024-01-01 00:26:12,2024-01-01 00:27:31,M73964,Cafe and restaraunts 980,SEMEY,KZ,5812,0710 - Contactless - VSDC chip,1308122001: Debit Purchase Transaction(International),5168.72,5196.0,POS
T00000148,C000373,2024-01-01 00:26:17,2024-01-01 00:27:20,M73513,Online Shop 155,AKTAU,KZ,5966,0001 - E-commerce,1308152001: Prepaid Purchase Transaction(Domestic),63941.14,63019.08,POS
T00000149,C000831,2024-01-01 00:26:25,2024-01-01 00:27:17,M26009,Cafe and restaraunts 386,WARSAW,PL,5812,0710 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),3980.26,4017.15,ATM
T00000150,C001069,2024-01-01 00:26:35,2024-01-01 00:28:07,M65416,Securities 528,ANTALYA,TR,6211,0005 - Preauthorized,1308132001: Credit Purchase Transaction(Domestic),434446.63,433807.55,POS
T00000151,C001488,2024-01-01 00:26:42,2024-01-01 00:27:59,M93891,Pharmacy 851,ALMATY,KZ,5912,0730 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),4159.26,4221.98,POS
T00000152,C000276,2024-01-01 00:26:43,2024-01-01 00:26:48,M15294,Currency Exchange 335,TALDYKORGAN,KZ,6051,0004 - Installment,1308192001: Balance Inquiry Transaction(Domestic),27112.29,307017.55,POS
T00000153,C000974,2024-01-01 00:26:46,2024-01-01 00:28:00,M75748,Elecrtronics 606,KOSTANAY,KZ,5065,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),7908.23,7884.45,POS
T00000154,C001726,2024-01-01 00:26:48,2024-01-01 00:27:44,M88141,Dating Service 656,MOSCOW,RU,7273,0800 - Contactless - Magstripe,1308262001: Bill Payment Transaction(International),97.35,99.65,WWW
T00000155,C001866,2024-01-01 00:26:53,2024-01-01 00:28:08,M62308,Digital Service 224,BISHKEK,KG,4816,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),4188.29,4182.76,POS
T00000156,C000599,2024-01-01 00:26:56,2024-01-01 00:27:05,M69567,P2P Transfer 792,ATYRAU,KZ,6012,0004 - Installment,1308232001: Transfer Transaction(Domestic),97.56,97.31,POS
T00000157,C000219,2024-01-01 00:27:10,2024-01-01 00:27:43,M22891,Wallet Transfer 883,OSAKA,JP,6538,0007 - Other,1308182001: Cash Withdrawal Transaction(International),74416.07,73503.44,POS
T00000158,C001026,2024-01-01 00:27:32,2024-01-01 00:27:51,M67899,Pharmacy 355,BUSAN,KR,5912,0006 - Cash,1308272001: Other Transaction(Domestic),774.63,788.73,POS
T00000159,C000405,2024-01-01 00:29:26,2024-01-01 00:30:10,M85348,Wallet Transfer 858,VANCOUVER,CA,6537,0110 - Swipe,1308162001: Prepaid Purchase Transaction(International),104484.33,105296.09,POS
T00000160,C001650,2024-01-01 00:29:34,2024-01-01 00:31:05,M34049,Dating Service 686,TALDYKORGAN,KZ,7273,0002 - Mail/Phone order,1308192001: Balance Inquiry Transaction(Domestic),43623.64,43426.19,POS
T00000161,C000928,2024-01-01 00:29:36,2024-01-01 00:30:58,M90309,Dating Service 330,OSH,KG,7273,0710 - Contactless - VSDC chip,1308232001: Transfer Transaction(Domestic),39986.4,40714.32,POS
T00000162,C001415,2024-01-01 00:29:51,2024-01-01 00:30:38,M83355,Wallet Transfer 275,PAVLODAR,KZ,6536,0007 - Other,1308242001: Transfer Transaction(International),242868.02,246066.65,POS
T00000163,C000850,2024-01-01 00:29:53,2024-01-01 00:30:50,M87537,ATM Withdrawal,ASTANA,KZ,6011,0730 - Contactless - VSDC chip,1308282001: Other Transaction(International),46511.48,46323.15,POS
T00000164,C001166,2024-01-01 00:30:23,2024-01-01 00:30:50,M70306,Wallet Transfer 136,KOSTANAY,KZ,6536,0002 - Mail/Phone order,1308232001: Transfer Transaction(Domestic),130316.93,128591.19,ATM
T00000165,C000637,2024-01-01 00:30:27,2024-01-01 00:30:31,M68527,Jewelry 821,TARAZ,KZ,5944,0720 - Contactless - VSDC magstripe,1308262001: Bill Payment Transaction(International),40135.17,40931.24,POS
T00000166,C001905,2024-01-01 00:30:37,2024-01-01 00:32:17,M74085,Casino 177,MADRID,ES,7801,0720 - Contactless - VSDC magstripe,1308262001: Bill Payment Transaction(International),153479.82,155303.81,ATM
T00000167,C001751,2024-01-01 00:30:59,2024-01-01 00:32:57,M96128,Wallet Transfer 601,EDINBURGH,GB,6538,0003 - Recurring,1308192001: Balance Inquiry Transaction(Domestic),126791.08,126950.91,POS
T00000168,C000740,2024-01-01 00:31:03,2024-01-01 00:31:12,M14241,Wallet Transfer 533,KOSTANAY,KZ,6537,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),209978.23,206359.14,POS
T00000169,C000638,2024-01-01 00:31:07,2024-01-01 00:32:18,M34693,Subscription 143,KOSTANAY,KZ,5968,0730 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),42537.93,41725.29,POS
T00000170,C000056,2024-01-01 00:31:09,2024-01-01 00:32:01,M44673,Casino 12,AMSTERDAM,NL,7801,0720 - Contactless - VSDC magstripe,1308252001: Bill Payment Transaction(Domestic),33490.53,33880.49,POS
T00000171,C000969,2024-01-01 00:31:13,2024-01-01 00:32:49,M11606,Elecrtronics 298,BISHKEK,KG,5065,0710 - Contactless - VSDC chip,1308282001: Other Transaction(International),70717.45,71441.3,POS
T00000172,C000329,2024-01-01 00:31:30,2024-01-01 00:31:59,M27492,Elecrtronics 945,PAVLODAR,KZ,5065,0001 - E-commerce,1308282001: Other Transaction(International),49677.98,50118.24,POS
T00000173,C000650,2024-01-01 00:31:46,2024-01-01 00:32:28,M77240,Dating Service 367,SHYMKENT,KZ,7273,0730 - Contactless - VSDC chip,1308182001: Cash Withdrawal Transaction(International),17129.98,16716.75,POS
T00000174,C001825,2024-01-01 00:31:50,2024-01-01 00:32:15,M51966,Casino 360,TARAZ,KZ,7801,0005 - Preauthorized,1308132001: Credit Purchase Transaction(Domestic),99.37,97.56,POS
T00000175,C000457,2024-01-01 00:31:56,2024-01-01 00:33:48,M79645,P2P Transfer 256,SEMEY,KZ,6012,0003 - Recurring,1308232001: Transfer Transaction(Domestic),404150.42,400372.74,ATM
T00000176,C000311,2024-01-01 00:32:07,2024-01-01 00:32:12,M24101,Securities 115,SHYMKENT,KZ,6211,0005 - Preauthorized,1308202001: Balance Inquiry Transaction(International),585377.78,571268.35,POS
T00000177,C000049,2024-01-01 00:32:08,2024-01-01 00:32:31,M69745,Money Transfer 652,SINGAPORE,SGP,4829,0008 - Not used,1308122001: Debit Purchase Transaction(International),95822.4,94673.2,WWW
T00000178,C000740,2024-01-01 00:32:10,2024-01-01 00:34:08,M68422,Prepaid Load 544,PAVLODAR,KZ,6540,0710 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),75721.26,74413.9,POS
T00000179,C000532,2024-01-01 00:32:13,2024-01-01 00:33:26,M42855,Lottery 827,SHYMKENT,KZ,7800,0730 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),108027.04,108751.37,POS
T00000180,C000852,2024-01-01 00:32:19,2024-01-01 00:32:43,M13308,Pharmacy 498,TALDYKORGAN,KZ,5912,0001 - E-commerce,1308182001: Cash Withdrawal Transaction(International),2922.48,2891.65,POS
T00000181,C001080,2024-01-01 00:32:23,2024-01-01 00:33:44,M63254,Wallet Transfer 956,STOCKHOLM,SE,6536,0001 - E-commerce,1308272001: Other Transaction(Domestic),290090.31,288855.81,POS
T00000182,C001915,2024-01-01 00:32:30,2024-01-01 00:33:54,M14974,Wallet Transfer 826,TALDYKORGAN,KZ,6537,0720 - Contactless - VSDC magstripe,1308282001: Other Transaction(International),173142.86,170627.55,POS
T00000183,C001661,2024-01-01 00:32:38,2024-01-01 00:33:29,M87085,Jewelry 32,PAVLODAR,KZ,5944,0000 - Unknown,1308222001: Refund Transaction(International),67975.45,67358.35,WWW
T00000184,C000817,2024-01-01 00:32:39,2024-01-01 00:34:08,M82555,ATM Withdrawal,SHYMKENT,KZ,6011,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),17822.77,17652.39,POS
T00000185,C000057,2024-01-01 00:32:49,2024-01-01 00:33:58,M66613,Casino 499,AKTAU,KZ,7801,0730 - Contactless - VSDC chip,1308202001: Balance Inquiry Transaction(International),92294.35,91701.03,POS
T00000186,C001926,2024-01-01 00:32:49,2024-01-01 00:34:31,M60086,Jewelry 426,ATYRAU,KZ,5944,0006 - Cash,1308132001: Credit Purchase Transaction(Domestic),100038.39,100117.77,POS
T00000187,C001557,2024-01-01 00:33:02,2024-01-01 00:33:57,M97030,Racing 410,AKTAU,KZ,7802,0001 - E-commerce,1308212001: Refund Transaction(Domestic),27800.88,28032.37,POS
T00000188,C001034,2024-01-01 00:33:05,2024-01-01 00:34:50,M76852,Money Transfer 551,TALDYKORGAN,KZ,4829,0005 - Preauthorized,1308202001: Balance Inquiry Transaction(International),348145.44,344670.27,POS
T00000189,C000001,2024-01-01 00:33:15,2024-01-01 00:33:35,M60896,Racing 810,TARAZ,KZ,7802,0110 - Swipe,1308142001: Credit Purchase Transaction(International),72451.74,72544.42,POS
T00000190,C001148,2024-01-01 00:33:24,2024-01-01 00:34:04,M64574,Money Transfer 917,RIO DE JANEIRO,BR,4829,1000 - Credential on file,1308162001: Prepaid Purchase Transaction(International),323082.91,315176.49,ATM
T00000191,C001267,2024-01-01 00:33:25,2024-01-01 00:33:28,M39790,Wallet Transfer 233,AKTAU,KZ,6538,0710 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),305590.18,307748.34,WWW
T00000192,C001617,2024-01-01 00:33:29,2024-01-01 00:34:11,M33744,Pharmacy 470,ALMATY,KZ,5912,0730 - Contactless - VSDC chip,1308262001: Bill Payment Transaction(International),1021.25,1036.49,ATM
T00000193,C001150,2024-01-01 00:33:31,2024-01-01 00:34:47,M77259,Transport 909,ALMATY,KZ,4111,1000 - Credential on file,1308282001: Other Transaction(International),905.98,913.85,WWW
T00000194,C000551,2024-01-01 00:33:43,2024-01-01 00:35:08,M10933,Lottery 10,PAVLODAR,KZ,7800,0730 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),31501.43,31520.9,POS
T00000195,C000036,2024-01-01 00:33:48,2024-01-01 00:35:46,M46104,Subscription 73,WARSAW,PL,5968,0007 - Other,1308152001: Prepaid Purchase Transaction(Domestic),30834.96,30631.46,POS
T00000196,C001532,2024-01-01 00:34:05,2024-01-01 00:35:52,M97270,Currency Exchange 33,MUMBAI,IN,6051,0004 - Installment,1308212001: Refund Transaction(Domestic),119499.39,120875.83,WWW
T00000197,C001053,2024-01-01 00:34:20,2024-01-01 00:34:25,M49432,Securities 538,KARAGANDA,KZ,6211,0110 - Swipe,1308282001: Other Transaction(International),227151.74,232485.0,POS
T00000198,C000932,2024-01-01 00:34:21,2024-01-01 00:35:46,M42892,Subscription 132,AKTAU,KZ,5968,0800 - Contactless - Magstripe,1308282001: Other Transaction(International),82243.53,84249.5,ATM
T00000199,C000278,2024-01-01 00:34:21,2024-01-01 00:35:56,M58542,Subscription 289,MUMBAI,IN,5968,0003 - Recurring,1308142001: Credit Purchase Transaction(International),39022.6,38685.6,POS
T00000200,C001841,2024-01-01 00:34:21,2024-01-01 00:34:44,M46182,Casino 779,BERLIN,DE,7801,0004 - Installment,1308172001: Cash Withdrawal Transaction(Domestic),107324.86,109490.42,POS
T00000201,C000944,2024-01-01 00:34:31,2024-01-01 00:34:33,M67527,Jewelry 41,TARAZ,KZ,5944,0005 - Preauthorized,1308212001: Refund Transaction(Domestic),72270.97,71781.44,POS
T00000202,C001061,2024-01-01 00:34:46,2024-01-01 00:36:04,M53852,Wallet Transfer 958,TALDYKORGAN,KZ,6538,0710 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),312692.48,313860.69,POS
T00000203,C000227,2024-01-01 00:34:50,2024-01-01 00:35:01,M60757,Prepaid Load 405,TALDYKORGAN,KZ,6540,0720 - Contactless - VSDC magstripe,1308252001: Bill Payment Transaction(Domestic),133546.92,130698.18,POS
T00000204,C001584,2024-01-01 00:34:52,2024-01-01 00:35:14,M99773,Pharmacy 6,KARAGANDA,KZ,5912,0800 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),97.47,97.49,POS
T00000205,C000032,2024-01-01 00:34:54,2024-01-01 00:35:07,M37581,Jewelry 131,OSAKA,JP,5944,0730 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),26490.3,26998.98,ATM
T00000206,C000053,2024-01-01 00:35:13,2024-01-01 00:35:32,M13862,Wallet Transfer 509,SAINT PETERSBURG,RU,6536,1000 - Credential on file,1308202001: Balance Inquiry Transaction(International),63709.24,63165.09,ATM
T00000207,C001483,2024-01-01 00:35:14,2024-01-01 00:35:34,M71655,Dating Service 542,KARAGANDA,KZ,7273,0004 - Installment,1308142001: Credit Purchase Transaction(International),51687.02,52205.79,ATM
T00000208,C000279,2024-01-01 00:35:16,2024-01-01 00:36:13,M69538,Cafe and restaraunts 393,TALDYKORGAN,KZ,5812,0008 - Not used,1308112001: Debit Purchase Transaction(Domestic),3225.65,3258.83,ATM
T00000209,C000907,2024-01-01 00:35:38,2024-01-01 00:35:49,M96379,Casino 920,ASTANA,KZ,7801,0004 - Installment,1308172001: Cash Withdrawal Transaction(Domestic),90148.5,90793.41,POS
T00000210,C000823,2024-01-01 00:35:46,2024-01-01 00:35:51,M24363,Gambling 853,SEOUL,KR,7995,0800 - Contactless - Magstripe,1308162001: Prepaid Purchase Transaction(International),36502.62,36482.96,POS
T00000211,C001085,2024-01-01 00:35:54,2024-01-01 00:35:56,M68014,Racing 538,MARSEILLE,FR,7802,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),93009.17,93100.59,POS
T00000212,C000695,2024-01-01 00:36:00,2024-01-01 00:37:17,M32955,Currency Exchange 766,ALMATY,KZ,6051,0005 - Preauthorized,1308152001: Prepaid Purchase Transaction(Domestic),136650.76,136463.69,ATM
T00000213,C000248,2024-01-01 00:36:10,2024-01-01 00:36:57,M54343,Currency Exchange 665,TALDYKORGAN,KZ,6051,0800 - Contactless - Magstripe,1308122001: Debit Purchase Transaction(International),319443.94,321185.44,POS
T00000214,C001194,2024-01-01 00:36:13,2024-01-01 00:37:21,M95888,Adult Content 254,ALMATY,KZ,5967,0006 - Cash,1308112001: Debit Purchase Transaction(Domestic),54449.06,54914.45,WWW
T00000215,C001025,2024-01-01 00:36:16,2024-01-01 00:36:37,M80265,Cafe and restaraunts 231,PAVLODAR,KZ,5812,0004 - Installment,1308202001: Balance Inquiry Transaction(International),2644.86,2585.07,POS
T00000216,C001283,2024-01-01 00:36:29,2024-01-01 00:38:21,M26620,Transport 91,FRANKFURT,DE,4111,0720 - Contactless - VSDC magstripe,1308212001: Refund Transaction(Domestic),995.01,992.72,POS
T00000217,C001448,2024-01-01 00:36:31,2024-01-01 00:36:54,M97451,Racing 544,ALMATY,KZ,7802,0002 - Mail/Phone order,1308222001: Refund Transaction(International),88682.4,88654.6,WWW
T00000218,C001496,2024-01-01 00:36:43,2024-01-01 00:36:52,M50055,Money Transfer 840,LONDON,GB,4829,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),254560.62,257037.49,WWW
T00000219,C001965,2024-01-01 00:36:48,2024-01-01 00:37:35,M33338,Digital Service 191,ALMATY,KZ,4816,0120 - Keyin,1308232001: Transfer Transaction(Domestic),98.8,98.24,POS
T00000220,C000310,2024-01-01 00:36:56,2024-01-01 00:38:30,M84142,Casino 315,ALMATY,KZ,7801,0110 - Swipe,1308272001: Other Transaction(Domestic),55400.81,53941.99,POS
T00000221,C000135,2024-01-01 00:37:00,2024-01-01 00:37:48,M46143,Online store 641,KOSTANAY,KZ,5999,0003 - Recurring,1308172001: Cash Withdrawal Transaction(Domestic),11053.18,11017.54,POS
T00000222,C001915,2024-01-01 00:37:07,2024-01-01 00:38:33,M96316,Gambling 543,SEMEY,KZ,7995,0800 - Contactless - Magstripe,1308282001: Other Transaction(International),168484.61,167617.3,POS
T00000223,C000251,2024-01-01 00:37:50,2024-01-01 00:38:47,M24753,Wallet Transfer 467,TARAZ,KZ,6536,0007 - Other,1308162001: Prepaid Purchase Transaction(International),124353.97,124502.32,ATM
T00000224,C001800,2024-01-01 00:38:01,2024-01-01 00:38:47,M83492,Pharmacy 374,BRASILIA,BR,5912,0720 - Contactless - VSDC magstripe,1308142001: Credit Purchase Transaction(International),3893.24,3905.5,POS
T00000225,C001467,2024-01-01 00:38:13,2024-01-01 00:39:33,M36645,Wallet Transfer 106,MELBOURNE,AU,6537,0005 - Preauthorized,1308252001: Bill Payment Transaction(Domestic),84796.75,84115.13,ATM
T00000226,C001067,2024-01-01 00:38:20,2024-01-01 00:38:25,M15367,Digital Service 23,KOSTANAY,KZ,4816,0005 - Preauthorized,1308242001: Transfer Transaction(International),2568.29,2613.92,POS
T00000227,C001796,2024-01-01 00:38:21,2024-01-01 00:40:03,M36346,Casino 287,KOSTANAY,KZ,7801,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),24310.72,24310.72,WWW
T00000228,C001818,2024-01-01 00:38:24,2024-01-01 00:38:29,M74445,Subscription 556,ASTANA,KZ,5968,0710 - Contactless - VSDC chip,1308232001: Transfer Transaction(Domestic),26647.33,44699.6,POS
T00000229,C000693,2024-01-01 00:38:33,2024-01-01 00:38:38,M97386,Elecrtronics 834,RIO DE JANEIRO,BR,5065,0008 - Not used,1308182001: Cash Withdrawal Transaction(International),50517.03,52575.25,POS
T00000230,C000759,2024-01-01 00:38:33,2024-01-01 00:39:10,M44754,Dating Service 816,KOSTANAY,KZ,7273,0002 - Mail/Phone order,1308172001: Cash Withdrawal Transaction(Domestic),28509.03,28264.68,ATM
T00000231,C000773,2024-01-01 00:38:37,2024-01-01 00:40:32,M18813,Transport 133,ASTANA,KZ,4111,0510 - Contactless - Magstripe,1308142001: Credit Purchase Transaction(International),702.31,694.42,ATM
T00000232,C001582,2024-01-01 00:38:53,2024-01-01 00:40:18,M55507,Securities 387,SEMEY,KZ,6211,0720 - Contactless - VSDC magstripe,1308182001: Cash Withdrawal Transaction(International),520507.77,523450.99,POS
T00000233,C001306,2024-01-01 00:38:55,2024-01-01 00:40:53,M18658,Unknown Merchant,TARAZ,KZ,7273,MAGNETIC,1308112001: Debit Purchase Transaction(Domestic),486513.87,25320.47,POS
T00000234,C001681,2024-01-01 00:39:02,2024-01-01 00:39:48,M21698,Cafe and restaraunts 90,TALDYKORGAN,KZ,5812,0800 - Contactless - Magstripe,1308152001: Prepaid Purchase Transaction(Domestic),1221.3,1226.03,WWW
